Angle,Intensity
14.25990037,253
14.26825601,272
14.27661164,253
14.28496728,291
14.29332291,257
14.30167855,268
14.31003418,276
14.31838982,260
14.32674545,265
14.33510108,241
14.34345672,256
14.35181235,244
14.36016799,250
14.36852362,253
14.37687926,281
14.38523489,244
14.39359053,239
14.40194616,250
14.4103018,225
14.41865743,268
14.42701306,233
14.4353687,244
14.44372433,228
14.45207997,226
14.4604356,247
14.46879124,250
14.47714687,230
14.48550251,240
14.49385814,242
14.50221378,226
14.51056941,237
14.51892504,256
14.52728068,215
14.53563631,231
14.54399195,278
14.55234758,260
14.56070322,232
14.56905885,228
14.57741449,238
14.58577012,246
14.59412575,237
14.60248139,260
14.61083702,254
14.61919266,275
14.62754829,243
14.63590393,222
14.64425956,256
14.6526152,263
14.66097083,248
14.66932647,239
14.6776821,248
14.68603773,229
14.69439337,235
14.702749,240
14.71110464,243
14.71946027,229
14.72781591,251
14.73617154,256
14.74452718,260
14.75288281,230
14.76123845,241
14.76959408,248
14.77794971,233
14.78630535,231
14.79466098,204
14.80301662,258
14.81137225,241
14.81972789,218
14.82808352,225
14.83643916,253
14.84479479,237
14.85315043,242
14.86150606,270
14.86986169,226
14.87821733,252
14.88657296,224
14.8949286,249
14.90328423,216
14.91163987,229
14.9199955,222
14.92835114,225
14.93670677,244
14.94506241,257
14.95341804,248
14.96177367,258
14.97012931,248
14.97848494,228
14.98684058,236
14.99519621,220
15.00355185,248
15.01190748,224
15.02026312,226
15.02861875,259
15.03697439,248
15.04533002,239
15.05368565,212
15.06204129,227
15.07039692,260
15.07875256,248
15.08710819,222
15.09546383,237
15.10381946,231
15.1121751,258
15.12053073,232
15.12888637,231
15.137242,237
15.14559763,231
15.15395327,233
15.1623089,212
15.17066454,257
15.17902017,260
15.18737581,242
15.19573144,233
15.20408708,258
15.21244271,239
15.22079834,237
15.22915398,212
15.23750961,215
15.24586525,257
15.25422088,228
15.26257652,212
15.27093215,247
15.27928779,236
15.28764342,256
15.29599906,231
15.30435469,252
15.31271032,241
15.32106596,261
15.32942159,228
15.33777723,221
15.34613286,233
15.3544885,259
15.36284413,240
15.37119977,239
15.3795554,240
15.38791104,230
15.39626667,232
15.4046223,247
15.41297794,242
15.42133357,209
15.42968921,195
15.43804484,242
15.44640048,201
15.45475611,238
15.46311175,257
15.47146738,218
15.47982302,232
15.48817865,231
15.49653428,237
15.50488992,189
15.51324555,208
15.52160119,251
15.52995682,218
15.53831246,221
15.54666809,238
15.55502373,221
15.56337936,235
15.571735,230
15.58009063,236
15.58844626,221
15.5968019,224
15.60515753,221
15.61351317,246
15.6218688,239
15.63022444,238
15.63858007,239
15.64693571,216
15.65529134,240
15.66364698,243
15.67200261,235
15.68035824,227
15.68871388,239
15.69706951,219
15.70542515,220
15.71378078,239
15.72213642,229
15.73049205,231
15.73884769,249
15.74720332,236
15.75555896,225
15.76391459,230
15.77227022,267
15.78062586,238
15.78898149,264
15.79733713,207
15.80569276,217
15.8140484,230
15.82240403,228
15.83075967,254
15.8391153,257
15.84747093,243
15.85582657,251
15.8641822,254
15.87253784,219
15.88089347,260
15.88924911,235
15.89760474,251
15.90596038,237
15.91431601,256
15.92267165,230
15.93102728,247
15.93938291,242
15.94773855,231
15.95609418,220
15.96444982,219
15.97280545,242
15.98116109,216
15.98951672,226
15.99787236,221
16.00622799,233
16.01458363,212
16.02293926,232
16.03129489,231
16.03965053,228
16.04800616,250
16.0563618,227
16.06471743,215
16.07307307,208
16.0814287,214
16.08978434,228
16.09813997,215
16.10649561,214
16.11485124,224
16.12320687,208
16.13156251,199
16.13991814,231
16.14827378,239
16.15662941,216
16.16498505,207
16.17334068,188
16.18169632,243
16.19005195,242
16.19840759,232
16.20676322,204
16.21511885,217
16.22347449,207
16.23183012,263
16.24018576,212
16.24854139,196
16.25689703,198
16.26525266,228
16.2736083,200
16.28196393,200
16.29031957,218
16.2986752,216
16.30703083,219
16.31538647,208
16.3237421,207
16.33209774,186
16.34045337,199
16.34880901,216
16.35716464,225
16.36552028,206
16.37387591,225
16.38223154,225
16.39058718,204
16.39894281,243
16.40729845,238
16.41565408,208
16.42400972,230
16.43236535,224
16.44072099,224
16.44907662,186
16.45743226,215
16.46578789,211
16.47414352,214
16.48249916,198
16.49085479,194
16.49921043,224
16.50756606,209
16.5159217,220
16.52427733,204
16.53263297,180
16.5409886,221
16.54934424,185
16.55769987,189
16.5660555,221
16.57441114,201
16.58276677,208
16.59112241,211
16.59947804,227
16.60783368,225
16.61618931,193
16.62454495,219
16.63290058,225
16.64125622,231
16.64961185,188
16.65796748,210
16.66632312,184
16.67467875,209
16.68303439,203
16.69139002,224
16.69974566,198
16.70810129,220
16.71645693,214
16.72481256,199
16.7331682,243
16.74152383,226
16.74987946,233
16.7582351,248
16.76659073,206
16.77494637,220
16.783302,205
16.79165764,211
16.80001327,204
16.80836891,199
16.81672454,210
16.82508018,226
16.83343581,226
16.84179144,208
16.85014708,219
16.85850271,240
16.86685835,220
16.87521398,194
16.88356962,200
16.89192525,208
16.90028089,200
